date,soc_start_kwh,soc_end_kwh,initial_contract_kwh,final_contract_kwh,settlement_cost,emergency_kwh,emergency_cost,charge_kwh,discharge_kwh,curtailment_kwh,grid_spill_kwh,total_cost,mean_lp_objective,block_0_charge_kwh,block_0_discharge_kwh,block_1_charge_kwh,block_1_discharge_kwh,block_2_charge_kwh,block_2_discharge_kwh,block_3_charge_kwh,block_3_discharge_kwh,block_4_charge_kwh,block_4_discharge_kwh,block_5_charge_kwh,block_5_discharge_kwh
2025-02-11,9038.449791119108,9078.702835798811,81788.41962958255,78655.5250260488,62845.968473610366,982.9302502255596,5253.47211195707,21710.738922631786,17522.103907202763,92.91250000000001,159.68061084532215,68099.44058556744,14107.209872604191,2004.4763261932085,74.70794506251059,80.10731234569596,3258.628398126156,3901.376779112077,5409.781216035049,6412.942190279913,93.37810700353316,523.9357811994256,8236.01389439572,8754.114261998679,449.5943465797933
2025-02-12,9078.702835798811,9078.087296343005,82105.95982723375,79598.30039949718,61664.423573690656,307.84286566290854,1730.163329860249,21703.601195661242,17592.659153947767,82.82866996268933,399.27577015061456,63394.5869035509,14629.626880823838,1962.980342000375,41.400416960054486,106.6237493341977,3473.359829708306,4744.721261379976,5210.753711027789,6129.695081937394,765.2323877150966,16.316701236154813,8097.9592868770405,8758.311220207648,3.9535216594912983
2025-02-13,9078.087296343005,9113.256581116795,77000.99283268362,75965.85341632794,58124.630131537335,421.249717815948,2269.1410996758873,20797.081821374577,16754.443824963284,1078.2091308338763,110.72902356538728,60393.77123121322,13486.252121053456,2047.9555085013722,272.233547118322,118.11113415724333,3479.1506885835865,5256.687036195139,4283.323966666667,4479.424214565469,56.33445800970685,13.8095322023926,8299.93387168062,8807.588106797746,363.4672929043794
2025-02-14,9113.256581116795,9203.485980308775,35198.90564953312,36032.01212029823,16328.423143617467,0.0,0.0,20592.706422463893,16714.426751301577,2358.06031580258,0.0,16328.423143617467,4007.6233935529553,1157.5422382788283,175.23584251094013,141.12567276243902,7679.0216187910855,5173.872783333333,213.09401666666668,5361.311842617467,25.612257773241595,0.0,6018.110865318477,8901.497105692328,2603.352150241169
2025-02-15,9203.485980308775,8935.702204844867,35338.58229203346,35312.74153118333,17014.061436901393,601.8895548641347,2657.514055773122,21007.92805918485,17416.384589189707,2690.2352685254145,167.55539752690427,19671.575492674514,3851.6170397535598,1877.3564195065446,272.85547681327023,15.246525081130585,8463.290290580648,5909.7378499999995,0.0,4756.9288166666665,191.49498613331656,49.677557772586624,5839.703407713363,8595.224672049853,2649.0404279491145
2025-02-16,8935.702204844867,8842.212007671955,82508.93634489867,82399.2867464971,69813.66181828208,0.0,0.0,20347.786838822984,16449.69011034185,1079.9770830338502,2068.8595516487726,69813.66181828208,15467.892041040892,2172.839039132243,123.0416839098906,120.77880307000362,2894.7582987946557,1521.5861042353038,5489.822016544961,7835.10803949191,318.92153004474153,0.0,7510.674773269842,8554.069412695504,112.47180777775657
2025-02-17,8842.212007671955,8932.549252230423,83030.55195918035,75385.83310327327,58578.220478616524,131.74400647158097,828.8256240358834,21208.122026705696,17085.325969609694,157.22243284194258,50.588986473576895,59407.046102652406,13682.582714272718,2244.91559008393,205.39578608531633,194.0247965785036,4408.664380203568,5109.849097366877,3998.8308933537137,4992.996204852641,463.0714448055702,43.6867618408628,7996.260987542067,8607.897289662775,13.102477619467095
2025-02-18,8932.549252230423,9207.247534499835,74437.41049690284,79758.10347569657,61531.166152026824,0.0,0.0,20226.45619330874,15989.81034930623,1320.178913491242,2134.298518202809,61531.166152026824,14189.910365602109,2140.8091730045335,124.89596042248559,23.035691076711828,3328.218396086886,2285.956173263362,4260.447883333333,6887.377257727317,499.606999522366,34.294380424076735,7768.599237494619,8674.254242218447,8.041872446540538
2025-02-19,9207.247534499835,8950.53835508855,74316.81467315477,76985.36368824946,56958.10335829534,532.3491476045,2574.0783072887198,21441.228351615235,17619.452978182755,665.5660718808645,128.67999054060317,59532.18166558406,13389.037659941414,1804.7359992066154,360.8167232485689,218.27670307859125,3628.7430262325233,4108.120195825891,4855.6033204197765,6667.931457159353,88.60183891804536,43.311122654239156,8188.844882028223,8624.803184683464,496.8431873356198
2025-02-20,8950.53835508855,8807.484781823756,76905.44694344302,75311.92173755154,56921.278056204355,444.44511383454164,2237.1454211888404,21357.52898101531,17407.32693865648,359.55179452776525,625.7652311661386,59158.4234773932,13126.347240864277,2135.9359543935498,90.2855224391999,83.28051408944418,4383.835185424573,4877.755697413081,4298.929151187153,5840.1661591335915,41.516703802807115,0.0,8191.011911069644,8394.440344992749,401.748464733099
2025-02-21,8807.484781823756,8771.988956800404,33887.53426642566,34551.54488147027,15839.50422769941,79.18525191801709,363.13980058075146,20148.92332331086,16352.574134402816,5245.3223333333335,45.053727813570276,16202.644028280161,3721.224441606968,1088.900726820022,288.8269845910086,12.327850809292727,7403.419402181469,7218.217866666667,46.48506474864971,3448.448800000001,104.81271666666686,0.0,5814.164034508627,8381.02807901488,2694.8659317063943
2025-02-22,8771.988956800404,8993.374180823497,34283.3448353835,34668.75343223374,16563.379730996166,294.5031395347432,1425.846086709201,19976.737244103962,16271.24242168414,3142.387585599641,46.210063749021174,17989.225817705366,3825.0395024123613,934.038155404075,321.1586472835325,0.0,7250.202319714136,6503.709066666666,0.0,4162.957599999998,98.64385804514461,85.46140576748326,5845.415064560161,8647.770961427112,2755.822532081168
2025-02-23,8993.374180823497,8761.404656009152,76312.11133261357,74990.80444528298,59599.83135670652,616.9620893697227,3204.3132082238835,21483.202703192444,17383.799978701594,0.0,35.56587682850159,62804.1445649304,12787.403245869136,2163.9934149809687,184.79820037214768,142.44380305938864,4446.913121019959,4489.2795492554915,4250.53958796173,5638.064064360971,0.0,361.8179887055311,8165.0845092736,8408.13871836441,336.4645600741495
2025-02-24,8761.404656009152,9004.42364260758,73339.41314725648,73655.96618520172,54029.337973710455,0.0,0.0,20433.32051987044,16363.072841229283,974.5009994262477,365.8808571343126,54029.337973710455,12562.936787156787,2361.5632682416394,78.13043768396346,90.53729299210241,4057.8985499645823,4092.9945854636203,3639.0998999999993,5322.249470088731,2.6844423564280078,14.529341521399715,8167.186725063837,8589.471633257768,418.0727861604705
2025-02-25,9004.42364260758,8797.628569077973,76360.83306785203,70396.98919411942,51950.77859204925,577.1128003835039,2780.8437278822425,21510.02605807762,17527.60134632691,1059.7166094836716,140.5153066018631,54731.6223199315,12181.652889440486,2132.5827288823107,201.84760722404008,124.42417949196494,5928.258328329063,5675.101683333334,2722.0509385768814,5001.713801520227,217.80236313612068,33.609789463628886,8135.873782578141,8441.809521197749,321.76832648265713
2025-02-26,8797.628569077973,9187.51497494003,70043.05181712596,73591.04334053105,53354.483485008845,384.6981088068413,2031.9217721495086,21868.380424130184,17477.316146567835,641.7675029220869,132.04840218678652,55386.40525715835,12326.640739947567,2344.513552787329,112.34232117876127,121.74610506588681,5744.634139326028,5191.881740965125,2978.5595745264927,5502.318240128349,178.16645501985863,35.21280176744358,8199.633467537215,8814.468191191654,263.9801889794835
2025-02-27,9187.51497494003,8995.603279227025,70173.5076507553,70719.57873290306,49648.715452634555,715.5963271900971,3791.1739755876783,21391.784436391197,17373.10999777665,16.81930197018646,618.3433195084117,53439.88942822223,11985.994247770952,1870.1168180988598,129.68503475559396,119.37322842577453,4657.61402870882,5420.292709850933,4012.9513516665697,5093.105158261871,127.53548365460267,32.901184644500404,8377.232020843687,8699.25963113157,68.09207814737795
2025-02-28,8995.603279227025,8911.556472244674,33135.456011156595,33244.03716786107,14712.441911586171,492.0301388673404,1956.9605980523736,20356.055135783583,16600.657686177867,6503.190350000002,134.55607378934997,16669.402509638545,3586.906090290351,1158.6754101678653,224.81012543372293,0.0,7729.759908106569,8612.842900000001,0.0,2053.8237666666637,39.414399999999944,7.515620540213945,5864.95063297609,8568.396080271861,2741.7226196614824
2025-03-01,8911.556472244674,8815.939105587313,36250.482468281494,34476.6200705387,15921.061987825577,333.452763097129,1393.2739354748244,17882.55365294531,14794.214348569156,7734.465808424961,201.5934875013777,17314.3359233004,3817.935620839026,1458.634893574897,90.7841229028254,305.58334845000337,6026.081433333333,6449.632250000001,27.87639999999999,1470.521274908372,137.26119999999997,0.0,6242.079495889511,8473.8488732859,2270.131696443487
