日期,时段,电价,实际负载电量,实际光伏电量,预测负载电量,预测光伏电量,自适应分位数,安全裕度电量,计划购电量,实际充电量,实际放电量,紧急购电量,弃电量,时段末储电量
2025-02-13,22:00,0.4209,529.1816666666666,0.0,558.4671698716221,0.0,0.75,0.0,1391.8005032049555,833.3333333333333,0.0,0.0,29.285503204955603,2752.8708629463767
2025-02-13,22:10,0.3859,514.4925333333333,0.0,544.8730145020816,0.0,0.75,0.0,1378.2063478354148,833.3333333333333,0.0,0.0,30.380481168748247,3502.8708629463767
2025-02-13,22:20,0.4368,543.6883666666666,0.0,562.6644490103321,0.0,0.75,0.0,1395.9977823436652,833.3333333333333,0.0,0.0,18.976082343665325,4252.870862946376
2025-02-13,22:30,0.4198,553.3066666666666,0.0,559.4170671216525,0.0,0.75,0.0,1392.7504004549858,833.3333333333333,0.0,0.0,6.110400454985893,5002.870862946376
2025-02-13,22:40,0.4186,575.06075,0.0,563.3551913723168,0.0,0.75,0.0,1396.68852470565,821.62777470565,0.0,0.0,0.0,5742.335860181462
2025-02-13,22:50,0.4241,574.9449999999999,0.0,563.4090340701488,0.0,0.75,0.0,1396.7423674034821,821.7973674034822,0.0,0.0,0.0,6481.953490844596
2025-02-13,23:00,0.4237,550.0166666666667,0.0,558.9251244843964,0.0,0.75,2.222264657026784,1394.4807224747565,833.3333333333333,0.0,0.0,11.130722474756567,7231.953490844596
2025-02-13,23:10,0.4248,539.22065,0.0,563.3582727367254,0.0,0.75,5.624925741500022,1402.3165318115587,833.3333333333333,0.0,0.0,29.762548478225426,7981.953490844596
2025-02-13,23:20,0.424,553.4265,0.0,562.9704343835613,0.0,0.75,5.624925741500022,1401.9286934583945,833.3333333333333,0.0,0.0,15.168860125061201,8731.953490844597
2025-02-13,23:30,0.422,579.4333333333333,0.0,567.0344408676004,0.0,0.75,5.624925741500022,1405.9926999424338,826.5593666091005,0.0,0.0,0.0,9475.856920792787
2025-02-13,23:40,0.424,580.8812166666667,0.0,589.7121734797274,0.0,0.75,6.079524264189757,1429.1250310772505,833.3333333333333,0.0,0.0,14.910481077250552,10225.856920792787
2025-02-13,23:50,0.4271,500.4542666666667,0.0,549.9405017337515,0.0,0.75,8.18012184302819,1391.453956910113,637.9367546746814,0.0,0.0,253.06293556876494,10800.0
2025-02-14,0:00,0.4276,418.26,0.0,438.117209889097,0.0,0.75,6.534288699585304,444.65149858868233,0.0,0.0,0.0,26.39149858868234,10800.0
2025-02-14,0:10,0.4248,417.9008833333333,0.0,392.7880807563271,0.0,0.75,5.963555565286924,398.751636321614,0.0,19.149247011719297,0.0,0.0,10778.723058875867
2025-02-14,0:20,0.4245,417.40116666666665,0.0,419.75115511241216,0.0,0.75,3.0233876892551876,422.7745428016674,5.37337613500074,0.0,0.0,0.0,10783.559097397367
