date,series,issue_hour,mae_kw,rmse_kw
2025-11-15,pv_raw,18,82.3527416666666,171.2377042052775
2025-11-15,pv_corrected,18,134.44154999999998,284.4925107062427
2025-11-16,load_day_ahead,0,139.99515884581493,175.11622106875723
2025-11-16,pv_raw,0,94.5812625,169.40660683251977
2025-11-16,pv_corrected,0,118.43345416666665,229.7795820332816
2025-11-16,pv_raw,6,56.002312499999995,99.88842817617605
2025-11-16,pv_corrected,6,54.787575000000004,97.77359210001866
2025-11-16,pv_raw,12,212.0166416666667,519.0371546410069
2025-11-16,pv_corrected,12,238.03319166666668,577.3710574446017
2025-11-16,pv_raw,18,216.2641708333333,413.42511003583877
2025-11-16,pv_corrected,18,246.7039541666667,478.7262716076942
2025-11-17,load_day_ahead,0,140.9417277374426,173.54239933310038
2025-11-17,pv_raw,0,185.62613750000003,369.38841940766946
2025-11-17,pv_corrected,0,192.10839166666665,379.9350706282446
2025-11-17,pv_raw,6,119.75876249999995,245.728093620736
2025-11-17,pv_corrected,6,118.29003333333328,245.1715626416444
2025-11-17,pv_raw,12,245.06118333333333,612.6074594392508
2025-11-17,pv_corrected,12,264.5034749999999,645.4334106824458
2025-11-17,pv_raw,18,131.7896625,260.7558247950601
2025-11-17,pv_corrected,18,129.0035583333333,264.30232606681534
2025-11-18,load_day_ahead,0,125.69379801729646,156.06730335304692
2025-11-18,pv_raw,0,132.8813583333334,251.49314342772533
2025-11-18,pv_corrected,0,129.40035416666674,242.40256403338748
2025-11-18,pv_raw,6,129.70250416666676,252.2983310250182
2025-11-18,pv_corrected,6,131.2242458333334,255.15250975074298
2025-11-18,pv_raw,12,287.32615,731.8594972200742
2025-11-18,pv_corrected,12,300.5406833333333,755.6090658055041
2025-11-18,pv_raw,18,182.39574166666668,403.46597295402216
2025-11-18,pv_corrected,18,181.08657083333333,380.8330474222501
2025-11-19,load_day_ahead,0,126.07241131036365,162.6185938912699
2025-11-19,pv_raw,0,138.25805416666665,262.90738588246325
2025-11-19,pv_corrected,0,127.74202083333337,250.24628584152106
2025-11-19,pv_raw,6,128.9706333333333,271.54341782747025
2025-11-19,pv_corrected,6,136.85690833333334,282.9490024550006
2025-11-19,pv_raw,12,362.391275,930.3616394684941
2025-11-19,pv_corrected,12,375.80148333333335,957.5642080748273
2025-11-19,pv_raw,18,315.72909999999996,581.7749636751203
2025-11-19,pv_corrected,18,289.3788374999999,546.703954391716
2025-11-20,load_day_ahead,0,120.03225059852811,147.43949846124653
2025-11-20,pv_raw,0,158.49413333333325,306.2184273222682
2025-11-20,pv_corrected,0,146.2008874999999,296.2185078226354
2025-11-20,pv_raw,6,60.265679166666665,116.00674195498473
2025-11-20,pv_corrected,6,61.992333333333384,127.35305132981706
2025-11-20,pv_raw,12,137.40041666666664,332.554281892141
2025-11-20,pv_corrected,12,139.5937333333333,336.1996416852704
2025-11-20,pv_raw,18,432.3452875000001,828.2235364038296
2025-11-20,pv_corrected,18,406.1456500000001,782.6324618429885
2025-11-21,load_day_ahead,0,121.07135474029324,149.76868523278776
2025-11-21,pv_raw,0,102.20329166666663,221.38750829612837
2025-11-21,pv_corrected,0,99.22347499999994,206.7487220699884
2025-11-21,pv_raw,6,128.89097083333334,262.3916942984485
2025-11-21,pv_corrected,6,131.0297708333333,266.99453381115535
2025-11-21,pv_raw,12,186.8501541666667,403.9288328061646
2025-11-21,pv_corrected,12,188.19198333333338,406.891244240187
2025-11-21,pv_raw,18,170.21329583333338,348.85078002459323
2025-11-21,pv_corrected,18,200.95449583333334,417.64091450146753
2025-11-22,load_day_ahead,0,115.50804833183959,141.1274590038812
2025-11-22,pv_raw,0,134.8267416666666,266.26542407169416
2025-11-22,pv_corrected,0,145.5317833333333,286.8552803468617
2025-11-22,pv_raw,6,51.12219166666667,108.89898139924603
2025-11-22,pv_corrected,6,55.110604166666654,116.58569525607012
2025-11-22,pv_raw,12,137.59680416666666,352.1256937174595
2025-11-22,pv_corrected,12,136.52003749999997,351.9770585593831
2025-11-22,pv_raw,18,159.9336,320.54547986431527
2025-11-22,pv_corrected,18,154.74690833333338,315.9043117557066
2025-11-23,load_day_ahead,0,122.25019459350769,151.09643088178922
2025-11-23,pv_raw,0,133.77440833333333,247.2221336159952
2025-11-23,pv_corrected,0,123.06936666666665,229.3552319500273
2025-11-23,pv_raw,6,52.03223333333338,111.14840555884432
